age,income,employment_length,credit_history_length,num_credit_lines,num_open_accounts,total_debt,debt_to_income_ratio,credit_utilization,num_late_payments,num_delinquencies,bankruptcies,loan_amount,loan_purpose,homeownership,num_dependents,credit_risk
70,35358,31,5,3,5,20245,1.94,0.87,8,5,2,24903,auto,own,4,1
67,119713,38,22,9,8,34753,1.46,0.13,2,7,1,34522,business,mortgage,0,1
62,114914,35,21,7,1,79788,1.85,0.87,17,0,2,29180,education,rent,5,1
28,122870,39,15,8,6,21316,1.52,0.59,19,9,0,49791,education,mortgage,4,1
46,96918,36,24,6,5,84698,1.18,0.13,14,8,2,22119,home,rent,0,1
73,139179,32,18,4,1,15960,0.38,0.43,13,2,2,11363,business,own,0,0
53,136243,35,13,7,7,30791,1.33,0.16,1,2,2,44665,home,rent,2,1
42,34596,2,18,3,6,25216,1.25,0.7,16,3,2,39164,home,rent,0,1
38,53572,8,2,1,4,32467,1.2,0.76,7,0,2,32541,personal,rent,4,1
74,98757,7,9,10,4,64427,0.98,0.11,9,8,1,4465,home,own,5,1
53,21279,32,18,14,6,62047,1.06,0.51,17,2,2,3711,auto,rent,2,1
27,83197,5,8,11,8,73290,0.67,0.81,18,9,2,26198,education,rent,0,1
54,131496,38,27,5,8,47014,1.04,0.94,7,3,0,23488,home,own,2,1
26,82516,3,19,8,8,4078,0.4,0.51,7,0,2,39515,auto,mortgage,3,0
41,27083,12,12,0,5,78389,1.61,0.95,2,3,0,24608,business,mortgage,2,1
52,140674,1,6,10,9,50519,0.37,0.54,2,0,1,28898,education,mortgage,5,0
66,140307,4,13,9,5,4042,0.17,0.39,11,4,1,2919,business,own,3,0
52,146457,26,8,11,2,49052,0.87,0.85,16,4,2,32171,auto,own,3,1
65,129397,31,26,6,0,14389,1.32,0.49,3,6,1,47241,business,mortgage,2,1
53,37771,20,27,9,6,95961,0.88,0.47,16,7,2,21599,business,rent,4,1
35,49975,7,22,8,3,68111,0.55,0.49,13,3,1,17965,business,mortgage,5,1
66,65648,37,24,9,0,93715,1.12,0.85,18,6,2,48003,home,own,4,1
56,145641,7,27,8,7,50733,0.69,0.83,8,3,2,49478,home,rent,5,1
49,68285,2,18,9,5,34754,1.87,0.4,11,2,0,15434,home,rent,5,1
41,39063,2,14,10,5,18624,1.85,0.33,4,5,0,47246,education,own,4,1
40,87642,21,19,12,1,85886,1.0,0.49,10,3,0,37649,auto,rent,1,1
49,110093,5,13,2,0,26681,0.66,0.57,19,2,0,2999,home,mortgage,3,0
54,134390,1,23,10,1,89524,1.47,0.24,2,8,2,15849,business,own,2,1
29,106143,22,5,12,3,81006,0.07,0.79,14,4,1,11903,business,own,4,0
66,57599,1,20,4,1,24704,0.95,0.49,13,6,2,48468,business,own,4,1
72,71920,37,28,7,0,94913,0.67,0.33,10,5,0,6445,business,own,2,0
30,48529,16,3,7,6,94108,1.84,0.11,19,9,0,36396,personal,rent,3,1
40,55954,34,7,3,7,7493,0.02,0.24,7,4,1,19040,education,own,2,0
42,47856,33,16,14,5,69639,1.11,0.95,3,6,0,1246,auto,own,5,1
52,22573,22,29,14,3,54383,1.48,0.31,11,5,2,32153,auto,rent,1,1
58,98344,29,8,11,5,2994,0.97,0.17,7,9,2,6212,home,own,5,1
47,55367,7,0,10,2,69280,0.17,0.46,5,1,2,4339,personal,rent,1,0
34,122337,21,23,10,7,47234,1.94,0.31,14,2,2,24142,auto,rent,2,1
66,126732,35,19,0,9,47291,1.04,0.04,11,1,2,20394,education,own,5,0
37,119608,4,24,0,1,92868,1.23,0.32,15,2,1,36136,business,mortgage,3,0
65,80774,12,13,14,4,5594,0.47,0.54,15,0,2,13186,home,own,5,1
42,43752,28,10,3,0,7371,0.97,0.55,19,7,0,35607,education,mortgage,4,1
39,75029,30,20,5,5,47315,0.86,0.36,19,5,0,39973,auto,rent,1,1
30,37685,15,2,7,1,83564,0.15,0.45,3,1,0,5395,personal,mortgage,1,0
36,71693,29,8,5,3,79526,0.21,0.97,10,7,0,16290,home,own,3,1
66,136739,15,26,11,5,16626,1.67,0.38,12,5,1,23151,auto,own,1,1
53,75961,11,13,8,9,86005,0.48,0.26,8,6,0,4691,home,mortgage,1,0
29,126937,16,29,14,7,7130,0.39,0.24,3,0,1,8470,auto,own,3,0
58,144956,15,8,14,7,6828,1.01,0.46,11,6,0,4841,business,mortgage,5,1
36,96908,11,3,8,5,57514,1.54,0.76,8,2,1,38116,personal,rent,2,1
29,145537,7,26,13,3,52664,0.12,0.21,12,7,1,18776,business,mortgage,5,0
26,146678,19,3,1,7,17883,1.15,0.71,15,5,1,7060,auto,mortgage,4,1
24,94532,2,27,9,7,43059,0.24,0.02,5,3,0,28584,education,mortgage,4,0
45,101994,15,7,0,9,84078,0.07,0.42,9,7,1,49293,business,mortgage,1,0
31,76133,29,1,1,0,42932,0.11,0.78,12,8,2,5300,education,rent,4,1
48,117425,22,8,4,3,61269,1.67,0.34,6,9,2,4338,auto,rent,2,1
69,145055,27,28,3,3,75986,0.24,0.56,18,1,0,6487,personal,rent,1,0
36,81268,39,13,3,6,85959,0.09,0.2,18,5,2,37282,education,mortgage,4,0
64,112201,4,21,8,6,2035,0.88,0.74,16,4,2,30529,auto,rent,0,1
33,58243,19,8,10,7,40745,1.69,0.05,12,4,2,31262,education,own,0,1
70,77384,39,23,7,4,17241,0.52,0.85,12,9,0,12280,business,rent,0,1
22,51653,0,22,5,6,52975,0.84,0.2,1,2,0,44075,auto,mortgage,0,0
52,46657,29,15,0,7,23154,0.08,0.87,9,7,2,29804,business,own,5,0
29,59952,20,28,1,8,25625,0.9,0.35,12,7,0,10915,home,mortgage,0,1
42,42180,19,29,5,2,44950,1.16,0.72,8,4,1,12158,auto,own,1,1
69,117432,5,16,10,2,98602,1.14,0.32,0,7,2,9621,education,mortgage,3,1
38,141829,21,15,1,3,56396,0.66,0.91,13,9,0,11547,home,mortgage,5,1
53,148377,17,29,14,4,99227,0.63,0.13,15,7,0,24177,business,own,3,0
70,98411,7,11,12,9,13331,0.21,0.18,19,2,2,47253,business,rent,1,0
40,21622,38,2,9,0,63927,0.73,0.49,14,1,0,3459,education,own,1,1
33,68756,31,10,4,6,86226,0.2,0.08,0,8,2,29768,home,own,2,0
74,60809,32,13,13,8,84719,1.53,0.2,16,1,0,39041,personal,own,5,1
56,36725,15,17,4,7,63014,1.93,0.94,12,8,1,43225,education,own,3,1
62,81396,11,20,5,4,39346,1.94,0.98,14,3,2,39191,business,own,0,1
70,71226,37,20,5,3,70411,1.73,0.38,15,1,1,18434,auto,mortgage,1,1
59,126296,33,4,13,6,54478,1.2,0.92,15,9,2,39247,home,mortgage,0,1
56,101182,13,15,5,4,12254,1.4,0.54,1,0,0,16419,personal,rent,3,1
31,102565,35,19,13,6,55734,0.57,0.27,16,3,1,36017,auto,rent,5,0
48,49402,32,4,1,0,28621,1.26,0.7,10,8,0,36577,home,own,4,1
22,24263,22,2,13,0,76441,0.91,0.66,7,8,2,3921,education,rent,4,1
52,143489,1,11,9,9,46121,0.96,0.99,19,3,2,5676,education,rent,1,1
40,116523,20,0,13,2,81418,1.52,0.27,2,8,2,21425,home,own,2,1
46,66828,1,20,12,1,60197,0.56,0.67,11,5,2,36185,personal,mortgage,0,1
60,140824,26,28,14,1,84577,0.64,0.05,19,0,2,14463,home,mortgage,1,0
28,67924,8,8,13,6,94634,1.85,0.11,15,9,1,26474,auto,rent,2,1
35,94182,0,28,2,9,42431,0.11,0.0,13,5,2,41935,auto,mortgage,0,0
64,113065,10,8,13,1,99245,0.97,1.0,15,8,0,2469,education,mortgage,3,1
29,79052,2,3,5,3,4837,1.83,0.8,16,1,1,8292,home,rent,4,1
26,31664,22,2,12,1,90025,1.22,0.79,10,5,0,26409,education,own,2,1
27,55737,25,16,7,5,83163,1.09,0.51,16,1,2,24526,personal,rent,0,1
61,121332,3,1,11,7,71232,0.5,0.3,18,3,0,24465,auto,rent,1,1
34,109563,17,23,12,9,48994,0.69,0.15,0,7,1,31955,business,rent,0,0
55,49373,5,0,10,3,79079,1.7,0.28,11,6,1,27785,business,own,1,1
24,137369,34,7,11,4,12615,1.12,0.38,14,8,1,22033,home,own,4,1
63,56397,21,12,0,3,1466,1.03,0.76,17,6,0,7931,home,own,4,1
30,148575,14,22,0,2,30771,0.2,0.54,13,0,1,2091,business,own,0,0
57,106145,21,14,10,4,83886,0.03,0.08,0,1,0,26772,home,rent,0,0
59,121371,36,7,12,8,65911,1.93,0.02,12,5,2,17363,auto,mortgage,1,1
26,58709,11,11,1,7,98566,0.75,0.1,14,6,2,29490,personal,rent,1,1
67,136074,37,21,10,7,20746,1.21,0.41,6,2,0,1260,personal,own,2,0
44,81120,17,11,14,7,88422,0.16,0.93,14,8,1,11456,education,mortgage,2,0
19,39250,34,13,11,7,60739,1.37,0.64,19,6,0,23320,auto,rent,2,1
22,41172,29,14,11,6,98187,1.87,0.8,9,5,0,14435,home,mortgage,0,1
46,31555,23,14,5,7,73369,1.15,0.47,13,5,0,43145,home,own,5,1
54,107410,29,8,8,7,1893,0.25,0.36,5,0,2,49581,education,mortgage,5,0
55,98617,13,18,3,7,30573,1.16,0.11,13,4,0,28025,education,mortgage,5,1
36,73276,5,25,2,9,96907,1.53,0.88,11,9,2,29109,home,own,5,1
25,77492,2,19,11,6,40874,0.81,0.78,10,2,0,21754,home,mortgage,2,0
65,73002,15,28,7,0,77362,1.76,0.17,19,6,2,5301,auto,rent,0,1
62,140103,6,21,10,3,99956,1.3,0.51,18,9,0,8207,education,mortgage,5,1
18,144938,13,7,9,3,87460,1.8,0.49,1,2,0,28920,auto,rent,4,1
39,109599,8,20,13,4,33367,1.25,0.63,19,4,1,23203,home,mortgage,3,1
69,92355,14,18,8,9,21199,0.26,0.95,0,6,1,22545,business,mortgage,4,0
34,111248,20,5,11,5,91404,0.62,0.58,7,2,0,25016,business,own,0,0
24,44762,34,19,10,3,74328,0.4,0.54,13,9,0,32098,home,own,0,1
42,31046,1,24,4,1,57724,1.82,0.05,8,1,0,9556,education,rent,3,1
62,116999,26,28,8,5,86133,1.52,0.06,1,5,0,47563,business,own,1,1
21,144130,1,18,1,7,36405,1.35,0.19,4,7,1,21102,education,own,1,1
53,136021,34,3,2,7,98232,0.6,0.03,7,3,2,39893,business,own,1,1
23,48769,17,22,6,6,15989,0.37,0.74,15,8,0,2924,education,own,2,0
48,73302,13,6,6,5,28931,1.51,0.72,15,7,1,20479,business,own,1,1
36,43150,19,27,5,1,9290,0.95,0.14,12,6,0,40451,education,rent,2,1
61,88247,17,27,5,6,38367,0.45,0.84,19,6,0,19922,auto,rent,2,0
71,24853,9,3,1,4,79878,1.23,0.15,14,2,2,19660,education,own,1,1
56,114613,24,21,9,5,90477,0.08,0.3,0,5,0,47099,auto,own,1,0
44,140900,1,11,5,9,79481,0.65,0.25,2,4,0,10945,auto,rent,3,0
27,109399,24,12,3,7,76298,0.94,0.37,5,0,2,1306,home,mortgage,5,0
43,41792,32,2,11,7,30133,0.3,0.25,13,2,2,23959,auto,rent,3,1
36,79129,35,21,2,2,27052,1.97,0.49,3,0,2,5231,personal,mortgage,2,1
56,126019,30,11,12,6,85489,0.42,0.41,17,3,2,39796,auto,own,3,1
20,94478,13,1,10,0,40475,0.26,0.99,14,9,1,13207,education,own,2,1
62,133811,0,23,12,0,82666,0.41,0.06,8,2,1,40426,auto,rent,0,0
30,134130,15,1,1,6,96622,1.54,0.14,17,3,1,7336,education,own,2,1
67,87298,2,26,0,9,57656,0.85,0.05,2,8,0,47664,education,mortgage,2,0
45,51987,34,22,10,8,4633,1.13,0.63,9,2,2,10630,personal,mortgage,3,1
37,35850,5,8,10,6,17304,0.04,0.05,16,5,2,18256,auto,rent,5,1
45,32112,24,0,4,9,97820,0.07,0.84,6,5,1,34909,auto,mortgage,0,0
25,141789,12,7,1,4,46546,0.89,0.51,14,6,0,42168,business,rent,4,1
58,44058,33,22,1,7,7008,1.63,0.53,0,8,0,34719,business,rent,4,1
56,65420,7,5,6,1,48291,1.77,0.56,10,6,0,43017,home,mortgage,5,1
18,58890,20,5,7,8,27405,0.17,0.17,16,0,1,46704,education,mortgage,4,0
20,86017,33,21,12,5,36386,1.08,0.2,4,7,0,31013,personal,mortgage,0,1
30,67304,3,24,9,8,90909,1.83,0.32,6,4,0,15455,business,mortgage,1,1
45,52921,24,17,7,1,20827,0.78,0.59,18,8,0,5722,auto,mortgage,0,1
74,125921,14,16,13,2,33040,1.66,0.21,14,9,2,13812,home,mortgage,3,1
66,21524,3,28,3,7,60354,0.27,0.12,2,4,1,31276,personal,mortgage,2,0
42,120424,11,11,14,0,78543,1.87,0.97,14,4,2,37776,auto,own,2,1
73,35048,31,5,13,9,18157,1.5,0.02,4,1,2,11060,auto,rent,3,1
50,55111,31,25,0,6,97693,1.88,0.8,11,2,1,14056,education,rent,3,1
55,57904,27,26,10,6,35315,1.35,0.79,19,9,2,7655,education,mortgage,2,1
70,74912,12,7,6,0,35932,0.73,0.3,4,8,0,23574,business,rent,5,0
23,54008,30,18,0,8,21164,1.88,0.14,2,6,0,14027,business,mortgage,1,1
61,20060,13,27,10,7,14414,0.55,0.15,8,0,0,5030,auto,own,1,0
62,94666,19,9,3,3,14327,0.66,0.7,8,2,0,25243,auto,rent,1,1
49,103559,17,0,7,9,946,1.4,0.64,6,1,1,34289,business,rent,3,1
62,75337,28,24,1,4,14693,1.53,0.78,1,0,2,20739,business,own,2,1
64,130616,5,28,5,1,27241,1.86,0.94,15,8,2,35168,auto,own,5,1
38,33350,31,12,12,8,95790,0.41,0.69,8,7,0,45698,personal,own,2,1
33,44354,28,16,5,5,15540,1.6,0.16,12,4,0,37491,auto,rent,2,1
71,65186,1,2,11,2,72255,1.48,0.24,18,1,2,31013,personal,rent,5,1
38,48145,22,7,8,6,64757,0.13,0.84,19,0,1,7579,personal,own,0,1
28,54020,18,13,4,8,41203,0.77,0.21,16,6,2,19242,auto,own,5,1
54,106123,30,2,9,2,25081,0.57,0.07,5,1,0,5781,home,own,0,0
53,126667,4,15,3,1,61861,0.61,0.7,3,0,0,21448,business,own,4,0
52,95186,18,12,4,6,11350,1.97,0.4,0,1,1,46641,education,own,0,1
36,105469,33,19,11,6,55512,1.29,0.92,17,6,2,22446,auto,mortgage,1,1
37,40581,9,23,11,3,56809,1.44,0.65,18,6,1,12043,personal,own,1,1
74,108929,24,16,9,8,97557,1.95,0.09,8,9,1,20853,auto,mortgage,5,1
35,43051,1,12,14,7,42832,0.75,0.95,12,5,0,21079,business,rent,1,1
64,71474,10,28,10,0,28369,1.6,0.26,7,4,2,18101,personal,rent,1,1
58,111748,30,5,4,0,31728,0.87,0.34,12,2,0,1642,education,mortgage,4,1
66,145995,14,16,7,4,17576,1.74,0.4,14,2,2,29016,education,own,1,1
31,134618,8,13,9,5,29001,0.36,0.05,10,8,0,19932,education,rent,3,0
32,89626,22,16,11,2,83384,1.9,0.5,11,3,0,45653,home,own,3,1
48,26960,18,29,7,8,390,0.44,0.12,13,8,2,25945,personal,own,3,0
18,55772,8,7,1,9,87535,0.65,0.4,3,3,2,8549,personal,mortgage,0,1
70,41520,34,10,6,5,45436,1.51,0.35,0,1,0,14397,home,rent,5,1
71,69481,20,19,7,3,11569,0.79,0.77,3,3,2,26362,personal,rent,5,1
71,56408,8,27,10,6,13029,1.22,0.8,18,5,0,48842,home,mortgage,2,1
20,114006,27,0,5,7,22490,0.89,0.15,8,5,2,47539,auto,own,4,1
33,148496,6,25,4,8,45875,1.48,0.37,9,4,0,34717,business,own,3,1
40,77134,15,6,10,5,5867,0.46,0.37,3,0,0,24016,education,rent,3,0
74,40491,15,20,8,5,80820,0.12,0.15,19,2,0,15732,home,mortgage,1,0
28,21341,32,20,12,7,99515,0.6,0.8,8,4,1,27911,home,mortgage,3,1
29,64623,3,16,2,4,9121,0.95,0.71,12,5,2,18866,home,own,1,1
27,110327,3,29,11,2,1539,0.34,0.19,11,0,0,43607,auto,own,1,0
49,20338,38,9,12,2,91024,0.71,0.37,10,8,1,28621,home,mortgage,2,1
33,91431,39,10,12,5,17027,0.8,0.11,11,2,0,13823,business,rent,0,0
25,32254,16,21,9,1,74229,0.11,0.63,17,9,1,30986,business,own,1,1
55,71860,36,29,3,5,8921,1.17,0.12,11,2,0,15690,education,mortgage,1,0
29,31344,38,8,8,5,50435,1.77,0.99,15,1,0,40107,auto,mortgage,5,1
41,21750,28,8,5,7,10310,0.3,0.78,4,7,1,11956,business,mortgage,2,0
45,74756,35,23,7,6,63965,1.2,0.39,19,2,1,22303,personal,rent,1,1
70,87957,37,4,6,7,96444,1.33,0.58,11,5,2,37533,personal,own,4,1
25,125423,38,16,10,8,69922,0.84,0.91,10,1,2,30674,personal,own,0,1
45,78053,36,8,1,5,97799,1.4,0.55,8,6,1,36595,home,own,4,1
53,90855,34,16,2,2,93948,0.82,0.17,17,3,2,3058,home,rent,3,1
43,35896,6,23,0,9,82839,1.01,0.38,2,8,1,12519,personal,own,0,1
25,75761,26,20,8,2,12242,0.01,0.84,19,9,2,32115,education,own,3,1
67,82552,27,18,12,0,8947,1.38,0.64,16,8,0,1730,education,own,5,1
45,140075,21,26,6,4,71466,1.32,0.65,13,6,2,2832,home,own,1,1
45,97454,13,6,0,3,61816,0.08,0.87,0,7,0,42368,personal,rent,2,0
54,146522,6,22,2,8,48785,0.74,0.89,16,2,0,23889,education,mortgage,4,0
58,138681,36,8,3,8,507,1.96,0.92,7,4,2,49386,home,mortgage,3,1
53,110600,21,6,3,4,66972,0.84,0.09,4,1,1,40938,personal,own,1,0
44,142732,4,12,4,9,27151,1.0,0.54,4,9,0,5179,auto,own,4,1
71,132153,1,10,13,3,11618,1.82,0.74,8,6,0,7299,personal,own,4,1
34,142926,26,13,2,6,74286,1.43,0.76,2,7,2,8830,personal,rent,5,1
26,47935,20,18,2,5,16122,1.16,0.61,18,8,1,45207,business,own,5,1
50,57641,37,10,0,3,7354,1.6,0.17,8,6,1,38570,business,rent,3,1
70,49711,14,12,6,9,30979,1.73,0.8,17,9,2,23441,auto,own,1,1
37,90342,20,13,10,1,86436,0.91,0.72,15,9,1,7615,auto,own,2,1
30,126896,9,12,9,0,79376,0.95,0.09,0,7,2,7762,personal,mortgage,3,1
45,32182,22,0,13,3,52774,0.77,0.46,1,8,2,39311,education,own,4,1
65,107833,38,7,0,3,5037,1.93,0.17,13,5,2,25709,auto,rent,4,1
46,76276,4,11,1,0,28633,1.39,0.34,13,9,0,38651,personal,mortgage,0,1
30,39541,0,18,12,5,24495,0.17,0.02,0,1,0,24434,home,rent,1,0
63,114457,12,11,3,3,64550,1.73,0.4,15,1,0,22343,business,mortgage,0,1
52,102310,20,7,12,0,81384,0.96,0.55,14,3,2,16739,education,rent,5,1
23,64813,25,7,3,0,36483,0.14,0.62,14,8,0,1666,personal,mortgage,2,1
35,57198,20,28,4,0,73373,1.1,0.66,11,6,0,34044,home,rent,3,1
68,28820,17,20,10,7,34069,0.83,0.84,15,1,0,28883,business,rent,4,0
22,44070,36,12,1,9,7370,1.76,0.22,13,7,2,15063,home,own,1,1
64,89768,31,11,3,7,71947,0.41,0.12,14,6,2,34649,personal,mortgage,4,1
42,31122,35,28,0,1,39133,1.65,0.85,14,8,2,35828,auto,mortgage,5,1
19,100559,16,15,1,6,96035,1.12,0.16,18,7,0,48445,business,own,0,1
27,93543,34,0,0,7,95761,0.11,0.97,7,2,1,40470,home,rent,0,0
73,103441,10,12,9,7,692,1.94,0.84,1,0,0,10429,auto,rent,3,1
47,61786,20,25,9,9,28926,1.03,0.5,1,1,0,49621,education,mortgage,1,0
67,114934,25,6,12,6,99782,0.58,0.98,9,1,2,33926,personal,rent,5,0
62,119804,3,27,3,4,73984,0.94,0.1,2,3,2,49764,personal,mortgage,1,0
22,26737,33,25,3,0,43390,1.72,0.3,16,5,0,38997,business,mortgage,3,1
72,56062,17,4,6,8,49593,0.61,0.64,7,3,0,41724,home,rent,5,0
73,74237,39,7,9,6,75609,0.39,0.35,3,8,1,33269,education,rent,5,1
50,71571,34,24,10,1,5209,0.26,0.93,13,3,1,32704,business,rent,0,0
71,45510,28,26,10,5,6533,0.6,0.07,9,5,2,29391,business,own,0,0
18,39426,28,13,8,1,86597,1.56,0.55,0,5,1,25187,home,mortgage,0,1
35,57265,37,22,8,0,7211,0.94,0.59,3,9,1,46334,education,rent,4,1
49,37850,20,29,4,6,9927,0.45,0.65,0,9,2,3526,home,own,2,0
64,138249,12,12,9,1,77463,0.33,0.26,16,0,1,25686,personal,rent,0,0
66,86150,16,14,0,1,24594,0.67,0.36,16,7,0,8803,auto,mortgage,2,1
28,107312,8,22,0,4,74852,1.88,0.84,6,2,1,33668,personal,own,2,1
38,109613,0,16,5,4,77713,0.69,0.19,19,5,2,7574,personal,mortgage,1,1
43,94910,1,14,1,6,76382,1.98,0.83,14,2,0,9733,business,rent,3,1
42,72375,28,19,7,0,7933,0.97,0.56,12,1,1,8257,personal,rent,4,1
39,141826,32,17,12,7,40696,0.36,0.76,1,4,0,37051,education,rent,2,0
44,55435,9,17,8,2,65449,1.78,0.71,18,0,0,16909,personal,own,4,1
66,116443,39,1,12,3,67616,0.92,0.21,12,8,1,25146,education,own,1,1
30,77132,20,3,3,8,6089,1.42,0.57,10,6,1,12802,home,own,0,1
50,98945,27,29,4,3,56548,1.97,0.87,14,2,2,8896,business,own,5,1
51,102050,10,0,10,9,26123,0.1,0.43,9,3,2,29133,education,rent,2,0
58,149828,33,3,7,4,7797,0.19,0.97,8,5,0,14526,personal,rent,3,0
52,115402,7,17,2,6,50013,1.44,0.45,8,2,2,12278,business,rent,5,1
18,22983,21,4,4,3,8346,0.56,0.14,19,6,0,47010,business,own,1,1
38,117241,7,18,2,0,85414,0.37,0.39,0,5,0,26551,education,own,4,0
65,40662,14,14,11,8,33672,0.08,0.95,16,8,2,26298,education,rent,0,1
72,43510,16,27,9,3,17653,0.04,0.32,11,4,2,36338,auto,rent,4,0
23,98187,22,7,2,8,49556,1.55,0.87,9,3,2,23191,auto,own,3,1
45,60998,23,19,2,5,26140,0.27,0.88,4,2,1,34092,business,mortgage,2,0
34,76846,18,16,12,0,1184,0.94,0.35,17,9,0,24871,auto,rent,3,1
22,114071,4,0,11,2,34493,1.21,0.08,14,0,0,10721,personal,rent,4,1
48,26640,31,11,6,1,44148,0.86,0.72,5,2,0,39413,home,rent,4,1
22,64547,0,25,14,8,24846,0.05,0.31,6,2,2,31279,business,own,5,0
55,74620,22,18,6,0,22195,1.57,0.78,16,6,2,15404,home,rent,3,1
20,35317,36,14,6,8,5606,0.02,0.44,5,6,2,5486,auto,rent,3,1
70,135608,7,8,9,8,3956,1.52,0.49,7,0,2,36198,education,rent,3,1
40,27564,12,6,7,7,16555,1.79,0.78,11,2,2,29687,business,rent,0,1
54,47345,7,1,4,7,90385,0.87,0.38,13,7,1,14156,auto,rent,4,1
70,133824,22,28,4,0,18690,1.07,0.44,11,8,2,1567,personal,mortgage,1,1
54,114223,0,8,13,7,58502,0.95,0.38,9,6,0,3179,business,mortgage,0,1
27,143372,23,9,3,9,48849,0.78,0.37,19,6,2,3019,business,rent,0,1
27,99273,34,1,6,2,26347,1.77,0.53,14,7,0,16919,education,rent,0,1
36,94859,23,18,9,6,98725,1.79,0.81,6,5,2,20703,business,rent,5,1
34,100765,16,10,3,0,91321,0.67,0.36,8,2,2,19704,education,rent,1,1
38,130017,4,12,14,0,49056,1.23,0.52,9,0,0,19030,auto,own,3,0
31,94038,19,9,1,9,63851,1.85,0.67,9,6,0,4909,personal,own,5,1
26,143618,20,13,3,4,98234,1.92,0.27,15,0,0,9015,personal,own,4,1
63,72393,39,17,12,4,81502,1.02,0.28,6,0,0,4420,business,mortgage,2,0
18,86081,30,18,12,7,96633,0.91,0.93,4,8,1,48653,business,rent,5,1
68,145341,35,21,7,6,81418,0.56,0.72,2,9,0,17740,auto,own,2,1
62,122650,10,8,8,7,70211,1.92,0.58,17,6,2,41253,education,rent,4,1
30,49430,14,24,2,5,41850,0.29,0.65,10,3,2,31328,personal,rent,1,0
21,95532,18,6,6,5,78545,1.16,0.03,14,5,1,20465,education,mortgage,2,1
18,47788,6,27,13,1,27843,0.57,0.62,19,0,0,5131,auto,mortgage,0,1
66,115505,27,2,11,5,62320,0.56,0.51,4,6,2,11652,personal,own,5,1
57,68543,4,19,13,4,29793,0.81,0.55,11,5,1,22507,personal,own,2,1
49,33919,4,5,8,2,39516,2.0,0.36,3,3,2,48147,home,mortgage,4,1
51,89346,29,26,10,5,17857,0.11,0.08,14,6,1,48671,auto,mortgage,0,0
45,116122,31,20,3,7,19627,1.16,0.19,8,2,1,49681,auto,rent,2,1
48,59974,7,1,9,8,61822,0.17,0.95,6,0,0,24806,home,rent,4,0
25,127309,9,28,14,0,84101,0.31,0.41,9,3,1,20171,education,own,1,0
56,36371,37,5,2,2,91561,0.88,0.47,12,2,2,21593,home,own,4,1
43,65084,31,2,4,2,52248,1.02,0.05,7,0,2,10470,auto,mortgage,1,1
51,49629,27,15,0,7,55798,0.52,0.04,11,1,0,45308,education,own,0,0
71,71184,16,29,2,0,93368,0.63,0.72,18,4,0,22326,personal,rent,4,1
71,81916,30,7,14,4,44116,0.17,0.54,0,7,1,5597,home,mortgage,3,0
20,147293,7,1,7,2,75318,0.61,0.51,15,0,0,38304,education,rent,5,0
67,93972,39,16,10,1,87902,1.93,0.24,16,3,2,31788,education,mortgage,3,1
29,82187,24,8,7,7,28557,1.89,0.74,17,3,2,43725,education,mortgage,3,1
18,32984,8,29,14,2,71334,0.67,0.17,10,4,0,37930,home,rent,3,1
71,53039,1,11,12,6,75163,1.14,0.19,17,6,0,34071,personal,own,5,1
61,105431,14,2,3,0,78002,1.82,0.46,6,7,0,6067,education,own,3,1
22,103691,2,10,1,5,42614,0.01,0.29,17,5,1,6024,home,own,1,0
47,78606,35,0,12,2,12720,1.62,0.25,7,0,1,8715,auto,own,4,1
47,30616,3,22,7,7,57608,1.9,0.65,5,6,2,32770,home,rent,0,1
74,122665,13,12,7,5,72095,0.18,0.65,6,2,1,12226,home,mortgage,3,0
34,125373,24,14,9,1,84694,0.32,0.82,9,5,1,36399,home,rent,3,0
65,70072,9,25,3,5,96452,1.92,0.42,10,7,1,14412,education,own,0,1
64,44574,20,4,2,6,87593,1.08,0.07,12,6,1,48805,home,own,0,1
40,23430,35,20,1,4,35892,0.03,0.27,8,9,2,45415,auto,rent,3,0
32,139123,11,29,8,2,77242,0.52,0.98,6,5,0,13569,education,mortgage,1,0
54,32676,26,16,0,3,77606,0.9,0.6,8,8,2,3369,auto,rent,0,1
38,30816,39,24,6,3,924,1.39,0.71,12,8,1,45427,business,rent,4,1
31,52733,1,22,4,5,51322,1.47,0.01,2,0,0,33021,home,rent,4,0
19,105680,12,23,7,9,26478,1.99,0.52,2,0,0,1528,education,mortgage,1,1
28,22050,31,24,3,0,71042,0.58,0.04,0,0,0,44270,education,rent,5,0
68,129996,30,5,6,3,46418,1.08,0.57,19,7,2,31314,home,rent,2,1
56,53933,15,27,12,9,62217,1.07,0.92,1,9,0,38443,personal,own,1,1
55,44951,31,20,4,3,90140,0.81,0.97,2,6,2,19047,personal,rent,3,1
51,52413,31,21,14,9,80846,0.34,0.54,14,2,2,20748,auto,own,2,0
55,54801,33,10,13,0,73762,1.95,0.46,5,1,1,36109,home,own,3,1
67,75619,10,17,4,8,11781,1.71,0.95,12,3,1,14919,home,own,4,1
51,52913,9,3,13,3,5515,1.0,0.67,0,2,0,48498,business,mortgage,0,0
35,132573,14,2,8,6,36133,1.21,0.06,19,6,0,16256,personal,own,3,1
47,139076,16,12,8,2,82508,0.45,0.47,18,9,1,5905,personal,rent,4,1
32,60600,39,22,12,9,97628,1.09,0.24,0,7,2,49307,home,rent,1,1
